CUSTOMER_ID,AGE,CREDIT_SCORE,MONTHLY_INCOME,DEBT_TO_INCOME_RATIO,CREDIT_UTILIZATION_PCT,LATE_PAYMENTS_6M,LATE_PAYMENTS_12M,OPEN_ACCOUNTS,LOAN_BALANCE,MONTHS_ON_BOOK,PAYMENT_RATIO,CREDIT_INQUIRIES_12M,DELINQUENT
CUST016301,72,636,2685.0,15.4,87.2,1,1,8,8515.0,198,0.92,0,0
CUST016302,50,663,6960.0,19.3,35.2,0,3,5,96462.0,174,0.86,4,1
CUST016303,67,577,6129.0,56.3,51.5,1,3,1,27969.0,105,0.68,3,1
CUST016304,59,624,3094.0,53.4,24.9,1,5,14,30685.0,31,0.92,3,1
CUST016305,56,611,2991.0,21.8,55.5,3,6,7,11126.0,60,1.22,1,1
CUST016306,35,641,6537.0,13.8,76.3,1,3,4,33142.0,168,0.77,1,1
CUST016307,53,596,2347.0,21.2,45.7,1,2,2,19882.0,158,0.7,0,1
CUST016308,55,527,2725.0,37.7,57.9,0,0,11,8879.0,78,0.67,1,1
CUST016309,50,850,3279.0,48.4,74.8,1,2,2,52379.0,73,0.68,1,1
CUST016310,46,540,8606.0,43.9,61.4,0,0,1,59570.0,92,0.81,1,1
CUST016311,51,664,4346.0,35.6,50.2,0,1,9,75938.0,173,0.81,4,1
CUST016312,58,508,3863.0,35.1,63.3,0,1,7,8699.0,182,0.66,3,1
CUST016313,43,490,3062.0,19.6,33.5,2,4,14,21095.0,16,0.77,1,1
CUST016314,29,657,3248.0,24.1,70.7,0,3,6,49634.0,232,0.73,3,1
CUST016315,66,663,7160.0,14.1,27.5,1,4,9,98852.0,204,0.21,1,1
CUST016316,48,750,5460.0,12.5,21.2,1,1,2,96506.0,29,0.78,1,0
CUST016317,63,681,3885.0,12.8,45.4,1,3,2,69484.0,167,0.76,2,1
CUST016318,42,638,10748.0,59.2,47.4,0,1,12,69080.0,131,0.67,2,1
CUST016319,25,574,6103.0,15.5,13.5,1,2,10,76313.0,199,0.66,2,0
CUST016320,34,769,6699.0,26.0,73.3,0,0,7,84761.0,177,0.5,1,1
CUST016321,27,724,2861.0,27.0,98.3,3,6,2,47083.0,85,0.77,3,1
CUST016322,55,550,5764.0,35.6,33.9,0,1,2,111631.0,134,0.62,1,1
CUST016323,73,653,2644.0,6.3,77.3,0,0,11,28129.0,213,0.63,0,1
CUST016324,35,661,3378.0,15.5,35.9,0,1,13,35725.0,224,0.73,1,1
CUST016325,39,622,2436.0,27.5,33.3,0,1,8,10039.0,196,0.44,4,1
CUST016326,23,711,6520.0,21.7,44.6,0,1,5,126952.0,143,0.87,4,1
CUST016327,38,716,5716.0,42.1,45.4,0,3,13,70849.0,218,0.97,3,1
CUST016328,33,634,1936.0,20.4,35.4,0,1,13,15365.0,157,0.39,2,1
CUST016329,33,627,4015.0,28.7,54.4,0,1,2,47661.0,147,0.69,1,1
CUST016330,49,769,4835.0,9.4,61.6,1,2,12,95282.0,108,1.14,2,0
CUST016331,23,724,6451.0,23.0,95.2,0,0,11,72973.0,76,0.72,0,0
CUST016332,74,655,2308.0,33.1,20.7,1,2,1,26873.0,178,0.81,2,1
CUST016333,67,519,2619.0,7.9,71.5,0,1,13,15972.0,193,0.88,1,1
CUST016334,46,677,2552.0,8.6,21.3,2,2,10,27927.0,199,1.01,4,0
CUST016335,55,705,6763.0,12.5,90.5,0,0,11,115107.0,198,0.9,2,0
CUST016336,24,429,5326.0,60.8,84.5,0,3,5,15647.0,207,0.6,0,1
CUST016337,44,670,5032.0,2.7,24.6,2,4,11,80465.0,58,0.63,3,1
CUST016338,29,616,2920.0,62.7,73.3,0,1,2,42508.0,19,0.59,3,1
CUST016339,33,632,5146.0,20.1,28.1,2,2,2,65385.0,234,0.6,0,1
CUST016340,47,577,5535.0,24.9,16.8,0,2,8,72159.0,85,0.83,1,1
CUST016341,72,638,4548.0,21.1,39.2,0,2,8,29512.0,12,0.38,1,1
CUST016342,22,761,11080.0,24.0,83.2,0,1,4,48785.0,82,0.39,2,1
CUST016343,40,614,10886.0,19.8,48.6,0,2,5,180484.0,157,0.64,3,1
CUST016344,35,727,4654.0,16.6,37.3,0,1,13,25864.0,53,0.82,0,0
CUST016345,32,585,5546.0,33.7,77.0,0,2,13,45464.0,231,0.81,0,1
CUST016346,22,710,5069.0,19.5,29.1,0,1,6,52391.0,99,0.49,0,1
CUST016347,59,650,4534.0,5.2,13.7,1,1,9,49318.0,192,0.89,2,0
CUST016348,36,678,3482.0,40.6,61.2,0,2,12,40484.0,179,0.79,0,1
CUST016349,68,650,4813.0,22.4,88.4,0,0,8,79572.0,36,1.15,0,1
CUST016350,71,701,4822.0,22.6,33.3,1,2,7,68492.0,27,0.64,6,1
CUST016351,48,444,6200.0,26.0,93.5,0,1,6,17514.0,15,0.93,1,1
CUST016352,56,536,6560.0,32.2,56.2,0,2,5,114529.0,36,0.76,0,1
CUST016353,43,683,9638.0,25.0,48.9,0,1,4,146003.0,125,1.03,1,1
CUST016354,27,486,1998.0,54.1,61.5,0,0,6,11479.0,167,0.7,0,1
CUST016355,35,607,3871.0,14.3,90.6,1,4,2,42059.0,162,1.03,2,1
CUST016356,59,645,2752.0,18.3,70.7,0,2,13,38352.0,150,0.77,3,1
CUST016357,55,583,3990.0,65.8,57.5,0,0,5,26843.0,17,0.72,1,1
CUST016358,23,594,7967.0,51.7,93.8,0,1,3,32380.0,141,0.8,0,1
CUST016359,73,671,2886.0,15.3,8.9,0,0,13,37990.0,40,0.65,1,1
CUST016360,67,730,3708.0,13.3,97.7,2,2,9,30743.0,206,0.73,2,1
CUST016361,62,573,6165.0,23.9,15.7,0,4,7,111861.0,189,0.76,1,1
CUST016362,69,603,4078.0,2.3,65.6,1,2,4,40316.0,7,0.98,1,1
CUST016363,71,591,2851.0,50.4,88.2,0,0,7,25762.0,80,0.36,1,1
CUST016364,45,456,4604.0,20.2,20.5,2,3,3,70713.0,191,0.7,3,1
CUST016365,65,661,3466.0,24.9,11.6,1,2,9,26402.0,225,0.53,2,1
CUST016366,60,724,7525.0,12.9,51.5,0,0,11,73582.0,91,0.64,1,0
CUST016367,72,731,3635.0,10.4,33.2,1,3,5,50603.0,128,0.7,3,0
CUST016368,56,580,4580.0,39.4,26.2,1,2,9,30665.0,202,0.59,1,1
CUST016369,55,549,12867.0,38.0,53.0,0,3,14,182926.0,126,0.92,3,1
CUST016370,30,651,3991.0,25.4,29.3,0,2,2,52912.0,139,0.98,2,1
CUST016371,33,716,6962.0,18.1,48.4,0,0,9,31511.0,159,1.03,1,1
CUST016372,44,662,2295.0,56.7,78.3,0,2,11,41271.0,169,0.92,1,1
CUST016373,25,673,7685.0,18.7,46.0,0,0,10,48818.0,191,0.76,2,1
CUST016374,37,741,7268.0,41.4,19.4,0,1,1,101259.0,104,0.78,0,1
CUST016375,45,590,5935.0,20.3,37.1,0,1,3,74018.0,238,0.64,0,1
CUST016376,33,632,12438.0,25.0,69.1,0,2,9,177702.0,171,0.84,2,1
CUST016377,58,780,4498.0,16.7,43.3,0,1,9,62120.0,12,0.57,2,1
CUST016378,33,634,3706.0,13.4,28.1,0,1,9,12685.0,39,0.58,0,1
CUST016379,32,548,2524.0,72.0,71.6,3,4,10,5425.0,163,1.01,3,1
CUST016380,49,596,5171.0,34.7,66.4,1,3,2,31903.0,178,0.93,2,1
CUST016381,67,574,6352.0,9.1,2.5,1,1,1,50521.0,58,0.51,1,0
CUST016382,32,678,18383.0,43.7,67.4,1,1,12,107249.0,44,0.63,0,1
CUST016383,45,578,4329.0,14.4,23.8,0,1,11,36701.0,188,0.55,1,1
CUST016384,49,671,8039.0,50.4,27.0,0,0,4,62796.0,237,0.74,3,1
CUST016385,23,591,3255.0,15.8,24.1,1,5,13,52430.0,214,1.01,1,1
CUST016386,52,480,8798.0,6.0,83.9,2,4,9,120794.0,71,0.34,1,1
CUST016387,64,674,16020.0,63.0,36.1,2,3,10,123929.0,107,0.77,0,1
CUST016388,41,661,7388.0,32.7,76.2,0,2,13,96605.0,54,0.89,2,1
CUST016389,61,691,6216.0,34.9,18.9,0,1,10,105613.0,176,1.07,1,1
CUST016390,27,596,5780.0,23.4,54.2,3,4,2,65825.0,52,0.4,0,1
CUST016391,23,587,8358.0,28.4,78.1,0,2,6,85915.0,57,0.87,0,1
CUST016392,28,682,6063.0,17.4,76.5,0,1,3,81994.0,9,0.49,3,1
CUST016393,27,771,3408.0,32.0,26.6,1,2,13,23049.0,11,0.65,1,1
CUST016394,36,650,2793.0,40.4,48.0,2,3,5,54016.0,127,0.84,1,1
CUST016395,41,683,5951.0,47.4,53.7,0,0,12,48016.0,200,0.81,1,1
CUST016396,35,624,7172.0,32.2,65.3,2,4,1,24392.0,97,0.49,0,1
CUST016397,57,526,4044.0,45.0,37.4,1,1,6,32201.0,159,0.54,3,1
CUST016398,50,727,2879.0,3.6,39.5,0,5,11,56720.0,69,1.1,3,1
CUST016399,66,722,5706.0,4.7,27.0,0,1,1,22667.0,214,0.6,1,0
CUST016400,48,706,3400.0,29.0,13.5,2,3,12,45241.0,54,0.71,1,1
CUST016401,27,635,8015.0,28.4,39.8,2,3,14,63082.0,179,0.81,0,1
CUST016402,49,697,3845.0,37.9,26.9,0,1,14,33153.0,208,0.82,2,0
CUST016403,52,721,8136.0,39.7,18.7,0,3,13,68407.0,77,0.76,2,0
CUST016404,41,779,4274.0,19.8,66.1,1,2,14,29484.0,112,1.03,1,0
CUST016405,28,729,8915.0,14.6,29.7,1,3,4,81380.0,209,0.5,1,1
CUST016406,67,655,6598.0,10.3,84.9,0,2,10,18849.0,43,0.93,1,1
CUST016407,68,545,4705.0,4.4,32.4,0,2,3,93973.0,73,0.81,2,1
CUST016408,26,662,8970.0,49.7,86.0,1,4,4,80173.0,68,0.91,4,1
CUST016409,50,670,7368.0,18.4,25.7,0,0,10,91041.0,200,1.09,1,0
CUST016410,23,706,4544.0,12.2,51.5,2,3,9,79843.0,61,1.18,0,0
CUST016411,35,758,3651.0,31.6,28.0,0,0,2,21577.0,137,0.51,0,1
CUST016412,48,642,4833.0,18.8,37.7,0,1,4,46955.0,181,0.8,0,1
CUST016413,36,818,8626.0,52.9,8.0,1,1,6,122019.0,109,0.52,2,1
CUST016414,49,509,2005.0,23.0,34.9,2,3,12,13582.0,217,0.91,3,1
CUST016415,48,683,3763.0,11.2,60.2,0,0,4,74290.0,117,0.45,1,1
CUST016416,25,586,2084.0,17.2,60.4,0,1,11,26206.0,232,0.62,2,1
CUST016417,50,497,13564.0,35.0,19.0,0,2,2,31876.0,127,0.85,0,1
CUST016418,70,633,4278.0,42.8,79.1,1,2,8,70902.0,186,1.02,3,1
CUST016419,32,533,3792.0,13.6,23.0,0,0,14,11294.0,45,0.7,3,1
CUST016420,61,637,6005.0,52.5,33.5,0,2,11,55966.0,12,0.53,0,1
CUST016421,22,652,4824.0,24.0,38.3,0,0,1,79615.0,22,1.41,2,1
CUST016422,42,739,8838.0,36.6,11.6,0,1,10,26258.0,25,0.92,1,0
CUST016423,57,529,3364.0,13.3,68.8,1,2,3,56667.0,16,0.86,2,1
CUST016424,73,722,6381.0,24.5,77.2,0,4,10,81875.0,124,0.52,2,1
CUST016425,35,657,2390.0,7.3,93.8,1,1,8,27234.0,88,0.67,1,1
CUST016426,70,732,4313.0,18.2,50.5,1,2,8,35727.0,200,0.9,0,0
CUST016427,38,615,5247.0,31.1,70.1,0,0,13,58821.0,115,0.84,3,1
CUST016428,25,543,3527.0,20.4,35.7,0,0,1,19311.0,22,1.02,2,1
CUST016429,53,552,12471.0,33.7,59.4,0,3,9,114211.0,71,0.34,1,1
CUST016430,64,546,8851.0,63.6,32.4,0,0,6,97744.0,105,0.62,3,1
CUST016431,23,688,4072.0,31.2,91.0,1,2,13,40325.0,7,0.62,3,1
CUST016432,71,768,5976.0,35.1,74.1,0,1,4,90153.0,64,1.04,1,0
CUST016433,49,604,4373.0,41.4,51.3,1,2,14,41469.0,10,0.99,0,1
CUST016434,54,700,4714.0,8.8,51.6,0,0,6,18572.0,71,0.79,1,0
CUST016435,28,528,7069.0,10.2,25.8,1,3,1,133432.0,86,0.59,2,1
CUST016436,47,664,6228.0,18.8,38.0,1,1,3,80717.0,8,0.49,2,1
CUST016437,65,703,4907.0,25.1,31.8,3,3,7,53738.0,87,0.73,2,1
CUST016438,48,534,3357.0,13.2,76.3,0,1,9,7746.0,52,1.27,1,1
CUST016439,27,633,7507.0,32.9,28.7,0,2,7,70846.0,29,0.56,1,1
CUST016440,72,707,4983.0,27.9,32.7,0,2,10,91200.0,234,0.64,1,1
CUST016441,26,415,10363.0,16.4,7.3,0,1,11,91436.0,119,0.88,0,1
CUST016442,72,756,7299.0,17.6,65.4,0,1,8,37242.0,178,0.39,0,1
CUST016443,26,678,5987.0,11.8,40.1,0,0,2,106544.0,119,1.08,1,0
CUST016444,42,707,2728.0,27.8,59.4,1,2,14,9703.0,162,0.94,2,1
CUST016445,43,616,5251.0,18.1,26.7,3,4,14,100109.0,56,0.56,0,1
CUST016446,48,512,6080.0,20.7,7.0,0,3,12,79783.0,170,0.63,3,1
CUST016447,46,692,7138.0,39.6,27.8,2,3,9,34555.0,38,0.78,1,1
CUST016448,53,643,3436.0,17.8,13.0,0,2,4,10620.0,124,0.92,2,0
CUST016449,65,652,9654.0,24.8,45.7,0,0,14,61069.0,197,0.88,3,1
CUST016450,44,737,2684.0,58.4,61.8,0,2,9,23421.0,178,0.72,4,1
CUST016451,35,710,10124.0,30.5,34.0,0,0,6,148722.0,116,0.4,0,0
CUST016452,31,803,3611.0,24.6,69.8,0,0,14,45718.0,170,1.1,0,0
CUST016453,61,662,7089.0,41.5,75.0,0,0,14,88351.0,157,1.0,1,1
CUST016454,41,594,4219.0,50.2,73.0,0,1,9,39597.0,150,0.87,3,1
CUST016455,42,634,4980.0,54.4,15.0,1,4,3,22128.0,205,1.06,1,1
CUST016456,55,683,9323.0,39.3,32.5,1,3,5,147350.0,45,0.72,3,1
CUST016457,32,731,14747.0,20.9,22.8,1,2,13,175015.0,88,0.69,1,1
CUST016458,33,532,5792.0,27.0,70.2,0,3,4,47832.0,189,0.91,2,1
CUST016459,55,650,5824.0,35.2,30.9,0,0,7,17354.0,232,0.83,1,0
CUST016460,60,778,5131.0,23.1,0.9,1,1,8,28468.0,7,0.66,2,0
CUST016461,72,630,6403.0,16.5,14.9,1,2,5,97827.0,217,0.76,0,1
CUST016462,70,724,2347.0,16.0,60.6,0,3,7,29273.0,40,0.77,1,1
CUST016463,44,689,12373.0,2.6,86.2,1,1,5,109008.0,144,1.04,1,1
CUST016464,70,726,4765.0,19.5,33.3,2,4,9,13400.0,55,0.66,1,1
CUST016465,23,585,3415.0,36.8,62.8,2,2,11,50776.0,20,0.75,2,1
CUST016466,44,585,6944.0,70.8,61.5,0,0,11,84164.0,110,0.84,0,1
CUST016467,56,651,2330.0,14.7,34.3,0,4,5,10712.0,161,0.95,3,0
CUST016468,33,527,2414.0,17.5,32.9,0,1,4,40668.0,120,0.63,2,1
CUST016469,70,628,4198.0,38.5,45.8,2,2,4,19257.0,103,0.72,3,1
CUST016470,47,670,2221.0,56.3,9.9,0,0,10,35703.0,10,0.76,2,1
CUST016471,30,792,3694.0,24.9,65.0,0,2,11,25868.0,28,0.44,4,1
CUST016472,61,682,5299.0,24.9,65.4,1,2,6,51967.0,195,0.73,0,1
CUST016473,43,700,7011.0,36.8,60.3,0,3,12,36974.0,107,0.64,3,1
CUST016474,73,743,3270.0,44.4,74.0,3,3,4,17552.0,58,0.81,1,1
CUST016475,69,572,2435.0,26.7,26.6,2,4,12,19227.0,209,0.53,0,1
CUST016476,59,636,3205.0,38.2,62.2,0,2,9,25923.0,113,0.83,1,1
CUST016477,32,844,3953.0,68.8,18.8,1,2,7,62433.0,14,0.91,3,1
CUST016478,38,643,11317.0,9.7,35.7,1,1,11,130315.0,5,0.69,1,1
CUST016479,66,739,8393.0,21.6,10.8,0,2,3,47796.0,107,0.57,2,1
CUST016480,39,727,6966.0,32.1,53.2,0,4,8,26094.0,47,1.13,2,1
CUST016481,58,531,2872.0,26.4,7.2,2,3,9,26583.0,17,0.89,1,1
CUST016482,22,674,4290.0,45.9,33.7,2,2,8,70726.0,218,0.94,0,1
CUST016483,61,661,3190.0,12.1,29.1,0,3,4,27985.0,66,0.64,1,1
CUST016484,24,676,4937.0,52.1,17.1,1,2,2,77678.0,166,0.48,2,1
CUST016485,61,589,11065.0,23.8,87.8,1,2,11,174936.0,225,0.61,2,1
CUST016486,52,560,2954.0,16.7,15.5,2,3,14,58740.0,116,0.95,3,1
CUST016487,39,611,10092.0,39.7,26.2,1,2,2,42467.0,56,0.49,2,1
CUST016488,70,642,14309.0,14.5,63.9,0,3,11,94261.0,185,0.86,1,0
CUST016489,53,744,1745.0,22.6,52.7,1,5,4,7121.0,4,0.66,0,1
CUST016490,44,795,4616.0,16.2,42.2,1,3,11,13286.0,126,0.66,1,1
CUST016491,62,761,5146.0,10.0,59.7,2,3,2,65027.0,21,0.59,1,1
CUST016492,45,718,7195.0,49.8,16.2,0,1,4,64898.0,80,0.65,0,1
CUST016493,65,569,3287.0,36.3,83.3,0,2,8,9104.0,37,0.73,2,1
CUST016494,73,617,5622.0,46.2,46.7,0,1,10,73486.0,204,0.66,4,1
CUST016495,60,666,2592.0,38.9,52.4,0,2,7,40662.0,93,0.64,0,1
CUST016496,62,599,4270.0,55.1,78.2,0,1,10,20787.0,221,0.71,2,1
CUST016497,21,696,1842.0,57.2,59.7,3,3,6,34953.0,232,0.77,0,1
CUST016498,51,707,4464.0,18.0,30.6,0,0,7,31571.0,100,0.66,0,0
CUST016499,24,692,2454.0,52.9,0.5,0,2,4,44534.0,35,0.77,1,1
CUST016500,50,732,5614.0,38.5,42.4,1,4,12,74378.0,162,1.04,2,1
CUST016501,32,577,3395.0,40.9,34.1,1,2,12,43870.0,42,0.83,1,1
CUST016502,31,724,1402.0,37.7,70.6,0,0,7,17313.0,137,0.42,1,1
CUST016503,40,594,7594.0,26.9,54.7,0,4,6,30850.0,52,0.87,1,1
CUST016504,59,574,13522.0,48.6,19.3,2,7,5,50538.0,186,0.72,1,1
CUST016505,65,692,2499.0,43.7,70.1,0,1,2,26264.0,38,0.51,2,1
CUST016506,69,747,4290.0,28.5,58.7,0,3,13,16684.0,24,0.42,1,1
CUST016507,38,689,10762.0,25.0,40.3,1,2,3,166401.0,159,0.72,1,1
CUST016508,56,651,8244.0,48.0,52.7,1,1,1,110912.0,166,0.73,0,1
CUST016509,31,674,6253.0,32.4,57.6,0,1,9,92227.0,162,0.86,6,1
CUST016510,22,660,8906.0,31.7,36.7,1,3,3,73749.0,111,0.86,2,1
CUST016511,28,559,1793.0,18.7,23.0,0,0,13,11021.0,42,0.33,0,1
CUST016512,29,550,5138.0,46.0,44.3,0,0,12,56013.0,80,0.75,2,1
CUST016513,46,643,8727.0,55.3,87.3,0,0,12,64298.0,211,0.7,3,1
CUST016514,53,656,10369.0,15.2,58.3,1,3,4,159981.0,49,0.81,0,1
CUST016515,27,650,5632.0,8.1,52.0,1,2,4,94410.0,3,0.58,1,1
CUST016516,50,704,7967.0,59.0,83.9,0,2,12,89324.0,45,0.75,0,1
CUST016517,65,632,4091.0,7.3,37.4,0,0,14,81493.0,153,0.72,0,1
CUST016518,61,695,1735.0,29.0,34.2,1,1,12,14303.0,45,0.76,0,1
CUST016519,30,638,2614.0,35.0,77.8,2,2,2,40718.0,131,0.73,0,1
CUST016520,71,795,6454.0,35.6,67.8,0,2,4,106200.0,208,0.95,0,0
CUST016521,21,656,3949.0,35.1,74.6,0,0,8,49880.0,212,0.24,3,1
CUST016522,49,837,7597.0,37.6,86.5,0,3,11,40839.0,79,0.55,2,1
CUST016523,63,678,4938.0,17.7,50.1,0,3,12,59802.0,155,0.6,6,1
CUST016524,23,632,3406.0,42.6,64.9,0,2,4,43785.0,81,1.0,3,1
CUST016525,66,578,4710.0,11.9,72.3,0,1,11,15426.0,45,0.56,0,0
CUST016526,52,534,2630.0,26.4,88.1,1,1,2,51449.0,178,1.04,3,1
CUST016527,51,570,10902.0,35.3,14.1,0,0,10,163810.0,59,0.47,2,1
CUST016528,24,579,3105.0,26.7,61.5,1,1,9,54698.0,86,0.89,0,1
CUST016529,50,681,3780.0,11.9,54.4,1,1,13,72735.0,52,0.42,4,1
CUST016530,36,607,3839.0,35.7,45.6,3,4,7,31155.0,54,0.79,3,1
CUST016531,62,664,10724.0,31.2,97.4,0,0,4,32316.0,185,0.62,0,1
CUST016532,68,752,6060.0,20.8,66.6,1,5,13,24113.0,224,0.65,4,1
CUST016533,39,642,3891.0,49.6,4.2,0,2,8,59178.0,185,0.77,1,1
CUST016534,60,816,4420.0,4.3,40.5,1,2,6,57154.0,215,0.64,1,1
CUST016535,72,555,8859.0,57.7,68.6,1,4,6,133872.0,51,0.68,1,1
CUST016536,42,637,9064.0,3.5,42.9,1,4,12,148430.0,16,1.1,1,1
CUST016537,51,606,5137.0,17.1,28.5,2,3,9,53689.0,175,0.86,1,1
CUST016538,25,724,5842.0,46.7,38.0,1,2,14,86210.0,164,0.73,2,1
CUST016539,69,470,6289.0,18.2,63.5,1,2,10,25858.0,25,0.74,1,1
CUST016540,63,534,5833.0,24.1,71.6,0,2,11,62605.0,106,1.07,0,1
CUST016541,24,641,6804.0,24.2,37.8,0,0,13,112662.0,73,0.81,0,1
CUST016542,22,774,4033.0,29.5,30.0,1,2,12,16096.0,75,0.77,1,1
CUST016543,40,668,12522.0,32.8,65.3,1,1,1,123528.0,137,0.91,0,1
CUST016544,69,541,4322.0,10.2,9.2,0,2,6,42959.0,190,0.57,0,1
CUST016545,69,554,5040.0,25.2,49.2,1,2,5,57392.0,13,0.53,1,1
CUST016546,21,783,5502.0,23.8,72.6,0,1,12,90768.0,202,0.88,3,0
CUST016547,38,600,16679.0,8.7,71.6,2,2,14,112605.0,19,0.77,1,1
CUST016548,56,574,5967.0,41.8,11.4,2,5,8,25210.0,153,0.67,3,1
CUST016549,48,768,10546.0,16.3,92.1,0,1,1,135457.0,168,0.65,0,0
CUST016550,41,730,9752.0,29.8,71.6,1,2,8,180280.0,187,0.54,2,1
CUST016551,28,751,4785.0,33.4,19.1,0,1,9,52716.0,40,0.53,2,1
CUST016552,26,573,9404.0,33.3,13.8,2,4,7,114067.0,168,0.69,2,1
CUST016553,63,527,1609.0,36.1,72.7,1,1,2,23298.0,9,0.71,0,1
CUST016554,74,660,9174.0,29.8,49.7,0,0,6,56177.0,105,0.62,1,1
CUST016555,38,676,3321.0,22.1,76.4,0,2,3,37528.0,149,0.75,0,1
CUST016556,57,679,3746.0,22.0,51.6,1,3,11,48658.0,112,0.65,2,1
CUST016557,35,768,2828.0,10.6,77.6,0,1,3,26635.0,47,0.93,0,1
CUST016558,68,511,7552.0,25.6,61.3,0,3,3,139441.0,204,0.84,1,0
CUST016559,27,718,5105.0,24.7,47.7,0,1,10,25909.0,135,0.55,1,0
CUST016560,60,562,4758.0,14.2,48.3,0,3,3,69016.0,125,0.92,0,1
CUST016561,53,718,5242.0,9.8,68.5,1,2,2,25193.0,164,0.54,0,1
CUST016562,54,612,6465.0,10.9,93.1,1,2,6,124394.0,74,0.62,0,1
CUST016563,59,584,3793.0,21.1,63.2,2,3,10,19588.0,13,0.75,0,1
CUST016564,24,601,3211.0,38.8,29.8,1,1,2,25673.0,153,0.3,1,1
CUST016565,32,534,2846.0,24.4,62.9,0,0,3,16826.0,54,0.97,1,1
CUST016566,39,653,2499.0,9.6,24.7,1,2,12,38844.0,152,0.78,0,1
CUST016567,67,588,5283.0,12.3,59.3,4,5,8,79306.0,119,1.08,1,1
CUST016568,36,712,12529.0,33.1,70.0,2,4,3,240203.0,106,0.68,1,1
CUST016569,49,701,3543.0,69.0,79.0,4,4,14,20158.0,199,0.49,2,1
CUST016570,71,785,4626.0,26.3,40.2,1,2,11,48478.0,185,1.01,2,0
CUST016571,29,679,4170.0,16.6,28.3,1,3,13,22782.0,25,0.94,4,0
CUST016572,55,691,7492.0,52.9,69.2,2,3,2,82995.0,91,0.66,2,1
CUST016573,35,762,6012.0,14.7,26.7,1,3,8,70814.0,12,0.78,3,1
CUST016574,27,599,4141.0,10.5,46.7,2,4,5,45705.0,53,0.66,1,1
CUST016575,26,530,3335.0,21.2,62.7,1,1,14,63473.0,165,0.99,1,1
CUST016576,47,666,9076.0,44.2,36.7,1,2,11,93255.0,61,0.66,0,1
CUST016577,30,536,6890.0,28.2,67.2,0,0,2,112542.0,131,0.2,0,1
CUST016578,41,846,4936.0,37.1,87.3,1,2,13,31038.0,214,0.48,3,1
CUST016579,28,766,7731.0,20.5,8.4,1,5,8,67867.0,91,0.86,3,1
CUST016580,39,823,6134.0,19.8,47.5,1,3,10,107825.0,87,0.95,0,0
CUST016581,50,654,7489.0,21.6,60.4,2,2,14,36196.0,22,1.03,2,1
CUST016582,72,694,5575.0,21.6,92.1,0,2,13,37779.0,225,0.68,2,1
CUST016583,52,613,4378.0,15.3,33.5,0,2,5,81178.0,109,0.56,3,1
CUST016584,26,720,1764.0,36.1,49.1,0,4,14,17612.0,67,1.14,2,1
CUST016585,59,552,6197.0,24.7,31.0,3,5,6,110213.0,102,0.87,2,1
CUST016586,58,446,1735.0,54.6,33.5,1,3,12,29519.0,201,0.65,1,1
CUST016587,50,586,6097.0,11.7,41.8,1,1,2,112641.0,105,0.64,0,1
CUST016588,64,533,5092.0,9.6,58.9,0,2,2,65660.0,115,0.36,0,1
CUST016589,32,768,4339.0,34.6,26.3,0,1,10,61212.0,154,0.87,1,0
CUST016590,23,795,9123.0,51.3,38.3,0,3,8,82438.0,186,0.46,1,1
CUST016591,33,537,9953.0,21.2,37.7,2,4,14,110832.0,174,0.92,3,1
CUST016592,38,753,2331.0,30.5,52.8,1,3,14,28942.0,84,0.68,2,0
CUST016593,28,726,6128.0,36.5,56.1,0,1,8,43760.0,41,0.8,0,1
CUST016594,52,524,12279.0,43.4,65.9,1,2,5,170629.0,33,0.92,1,1
CUST016595,74,618,4797.0,5.7,88.6,0,2,10,24531.0,104,0.49,3,1
CUST016596,24,603,11282.0,11.0,46.8,0,2,7,105952.0,49,0.84,2,1
CUST016597,63,709,5310.0,31.1,12.1,1,1,13,71755.0,60,0.59,1,1
CUST016598,39,551,2699.0,31.4,33.8,0,1,13,16373.0,185,0.72,0,0
CUST016599,38,642,8156.0,12.3,60.8,1,2,7,39505.0,208,0.64,2,1
CUST016600,68,595,3657.0,9.9,84.4,0,2,3,66443.0,186,0.84,1,1
CUST016601,58,687,4605.0,2.5,71.2,0,2,10,67303.0,90,0.77,1,1
CUST016602,70,632,2715.0,32.6,68.2,0,1,1,45169.0,144,0.45,3,1
CUST016603,73,607,3340.0,32.5,15.4,1,5,12,63415.0,161,0.64,1,0
CUST016604,32,632,8626.0,16.8,54.0,1,1,12,120169.0,202,0.87,4,0
CUST016605,33,812,4457.0,37.0,26.5,0,2,9,27118.0,200,0.89,2,0
CUST016606,57,616,7517.0,48.3,72.4,1,3,13,144980.0,144,0.8,0,1
CUST016607,21,566,6527.0,42.6,28.8,0,2,12,125141.0,151,0.37,1,1
CUST016608,71,696,3099.0,51.2,55.1,0,2,13,20621.0,30,0.69,2,1
CUST016609,67,638,5558.0,28.2,62.9,0,0,2,61232.0,161,0.61,3,1
CUST016610,38,536,5396.0,28.0,63.2,0,0,1,88782.0,227,0.98,2,1
CUST016611,55,828,13717.0,33.5,38.8,1,4,2,142941.0,116,0.94,4,1
CUST016612,47,621,9552.0,19.4,13.5,1,3,13,124596.0,205,0.75,1,1
CUST016613,73,619,9187.0,32.1,43.7,0,0,6,43199.0,98,0.69,1,1
CUST016614,71,662,7229.0,5.0,23.7,0,0,7,17090.0,215,0.74,5,1
